title,doi,pmid,pmcid,journal,issn,publisher,container_title,first_author,publication_date,publication_tier,paper_url,accession,repository,dataset_url,downloadable,download_status,total_size_bytes,file_count,file_manifest,species,is_human,is_cancer,is_xenium_related,cancer_type_raw,cancer_type,cancer_subtype,tissue,patient_count,sample_count,section_count,cell_count,gene_panel_size,fresh_frozen_or_ffpe,xenium_panel,xenium_role,xenium_reason,paired_scrna,paired_snrna,paired_histology,paired_protein,paired_clinical,foundation_model_related,model_name,model_task,training_sample_count,training_cell_count,model_code_url,model_weights_url,training_data_public,evidence,evidence_text,confidence_score,xenium_confidence,human_confidence,cancer_confidence,record_kind,record_status,rejection_reasons,manual_review_required,source_updated_at,first_seen_at,last_checked_at,source
In-Context Learning for Data-Efficient Diabetic Retinopathy Detection via Multimodal Foundation Models.,,,,,,,,,,,,S-EPMC12548082,BioStudies,https://www.ebi.ac.uk/biostudies/studies/S-EPMC12548082,True,,47506,2,"[{""name"": ""mmc1.xlsx"", ""url"": """", ""size_bytes"": 33442, ""format"": null, ""http_status"": null, ""content_type"": null, ""supports_range"": null, ""last_modified"": null, ""login_required"": false, ""publicly_downloadable"": null}, {""name"": ""mmc2.xlsx"", ""url"": """", ""size_bytes"": 14064, ""format"": null, ""http_status"": null, ""content_type"": null, ""supports_range"": null, ""last_modified"": null, ""login_required"": false, ""publicly_downloadable"": null}]",,True,,False,,,,,,,,,,,,uncertain,No Xenium text or characteristic Xenium files found,False,False,False,False,False,True,,,,,,,,"[{""identifier"": ""10.1016/j.xops.2025.100934"", ""location"": ""repository_detail"", ""text"": ""ournal Ophthalmology science Volume 6(1) Pages 100934 Publication date 2026 Jan 10.1016/j.xops.2025.100934 Type DOI PMC12548082 Type PMC 41140898 Type PMID a1 Author Name Ayhan MS affili"", ""source_url"": null}]","S-EPMC12548082 study In-Context Learning for Data-Efficient Diabetic Retinopathy Detection via Multimodal Foundation Models. Ayhan MS Ong AY Ruffell E Wagner SK Merle DA Keane PA 3 2 2026-01-01 True  adapt to new tasks without retraining or large annotated datasets, can achieve comparable diagnostic performance to domain-specific foundation models. Specifically, we use diabetic retinopathy (DR) detection as an exemplar task to probe if a multimodal foundation model (Google Gemini 1.5 Pro), employing S-EPMC12548082 DataSource Europe PMC Title In-Context Learning for Data-Efficient Diabetic Retinopathy Detection via Multimodal Foundation Models. ReleaseDate 2026-01-01 AttachTo EuropePMC Study Title In-Context Learning for Data-Efficient Diabetic Retinopathy Detection via Multimodal Foundation Models. Abstract <h4>Objective</h4>This study aims to evaluate whether in-context learning (ICL), a prompt-based learning mechanism enabling multimodal foundation models to rapidly adapt to new tasks without retraining or large annotated datasets, can achieve comparable diagnostic performance to domain-specific foundation models. Specifically, we use diabetic retinopathy (DR) detection as an exemplar task to probe if a multimodal foundation model (Google Gemini 1.5 Pro), employing ICL, can match the performance of a domain-specific model (RETFound) fine-tuned explicitly for DR detection from color fundus photographs (CFPs).<h4>Design</h4>A cross-sectional study.<h4>Subjects</h4>A retrospective, publicly available dataset (Indian Diabetic Retinopathy Image Dataset) comprising 516 CFPs collected at an eye clinic in India, featuring both healthy individuals and patients with DR.<h4>Methods</h4>The images were dichotomized into 2 groups based on the presence or absence of any signs of DR. RETFound was fine-tuned for this binary classification task, while Gemini 1.5 Pro was assessed for it under zero-shot and few-shot prompting scenarios, with the latter incorporating random or k-nearest-neighbors-based sampling of a varying number of example images. For experiments, data were partitioned into training, validation, and test sets in a stratified manner, with the process repeated for 10-fold cross-validation.<h4>Main outcome measures</h4>Performance was assessed via accuracy, F1 score, and expected calibration error of predictive probabilities. Statistical significance was evaluated using Wilcoxon tests.<h4>Results</h4>The best ICL performance with Gemini 1.5 Pro yielded an average accuracy of 0.841 (95% confidence interval [CI]: 0.803-0.879), an F1 score of 0.876 (95% CI: 0.844-0.909), and a calibration error of 0.129 (95% CI: 0.107-0.152). RETFound achieved an average accuracy of 0.849 (95% CI: 0.813-0.885), an F1 score of 0.883 (95% CI: 0.852-0.915), and a calibration error of 0.081 (95% CI: 0.066-0.097). While accuracy and F1 scores were comparable (<i>P</i> > 0.3), RETFound's calibration was superior (<i>P</i> = 0.004).<h4>Conclusions</h4>Gemini 1.5 Pro with ICL demonstrated performance comparable to RETFound for binary DR detection, illustrating how future medical artificial intelligence systems may build upon such frontier models rather than being bespoke solutions.<h4>Financial disclosures</h4>Proprietary or commercial disclosure may be found in the Footnotes and Disclosures at the end of this article. mmc1.xlsx 33442 file mmc2.xlsx 14064 file Publication Journal Ophthalmology science Volume 6(1) Pages 100934 Publication date 2026 Jan 10.1016/j.xops.2025.100934 Type DOI PMC12548082 Type PMC 41140898 Type PMID a1 Author Name Ayhan MS affiliation o1 True a2 Author Name Ong AY affiliation o1 True a3 Author Name Ruffell E affiliation o1 True a4 Author Name Wagner SK affiliation o1 True a5 Author Name Merle DA affiliation o1 True a6 Author Name Keane PA affiliation o1 True o1 Organization Name Moorfields Eye Hospital NHS Foundation Trust, NIHR Moorfields Biomedical Research Centre, London, UK submission",0.3,0.0,0.9,0.0,foundation_model,manual_review,"[""foundation_model_domain_uncertain""]",True,,2026-07-17T07:31:32.686707Z,2026-07-19T06:13:51.735503Z,biostudies
Multimodal learning decodes the global binding landscape of chromatin-associated proteins.,,,,,,,,,,,,S-EPMC12363962,BioStudies,https://www.ebi.ac.uk/biostudies/studies/S-EPMC12363962,True,,13509607,3,"[{""name"": ""NIHPP2025.08.17.670761V1-supplement-1.pdf"", ""url"": """", ""size_bytes"": 7460639, ""format"": null, ""http_status"": null, ""content_type"": null, ""supports_range"": null, ""last_modified"": null, ""login_required"": false, ""publicly_downloadable"": null}, {""name"": ""media-1.xlsx"", ""url"": """", ""size_bytes"": 6016198, ""format"": null, ""http_status"": null, ""content_type"": null, ""supports_range"": null, ""last_modified"": null, ""login_required"": false, ""publicly_downloadable"": null}, {""name"": ""media-2.xlsx"", ""url"": """", ""size_bytes"": 32770, ""format"": null, ""http_status"": null, ""content_type"": null, ""supports_range"": null, ""last_modified"": null, ""login_required"": false, ""publicly_downloadable"": null}]",,True,,False,,,,,,,,,,,,uncertain,No Xenium text or characteristic Xenium files found,False,False,False,False,False,True,,,,,,,,"[{""identifier"": ""10.1101/2025.08.17.670761"", ""location"": ""repository_detail"", ""text"": ""e preprint server for biology Pages 2025.08.17.670761 Publication date 2025 Aug 10.1101/2025.08.17.670761 Type DOI PMC12363962 Type PMC 40832322 Type PMID a1 Author Name Tan J affiliati"", ""source_url"": null}]","S-EPMC12363962 study Multimodal learning decodes the global binding landscape of chromatin-associated proteins. Tan J Fu X Ling X Mo S Bai J Rabadan R Fenyo D Boeke JD Tsirigos A Xia B 4 3 2025-01-01 True , their genome-wide binding profiles remain challenging to obtain, particularly in primary cells. Here we present Chromnitron, a multimodal foundation model that accurately predicts CAP binding landscapes across hundreds of proteins in unseen cell types. Via <i>in silico</i> perturbation experiments, we S-EPMC12363962 DataSource Europe PMC Title Multimodal learning decodes the global binding landscape of chromatin-associated proteins. ReleaseDate 2025-01-01 AttachTo EuropePMC Study Title Multimodal learning decodes the global binding landscape of chromatin-associated proteins. Abstract Chromatin-associated proteins (CAPs), including over 1,600 transcription factors, bind directly or indirectly to the genomic DNA to regulate gene expression and determine a myriad of cell types. Mapping their genome-wide binding and co-binding landscape is essential towards a mechanistic understanding of their functions in gene regulation and resulting cellular phenotypes. However, due to the lack of techniques that effectively scale across proteins and biological samples, their genome-wide binding profiles remain challenging to obtain, particularly in primary cells. Here we present Chromnitron, a multimodal foundation model that accurately predicts CAP binding landscapes across hundreds of proteins in unseen cell types. Via <i>in silico</i> perturbation experiments, we show that the model learned principles of CAP binding from multimodal features including DNA sequence motifs, chromatin accessibility levels, and protein functional domains. Applying Chromnitron to study cell fate transitions, we discovered novel CAPs regulating the T cell exhaustion process. Furthermore, Chromnitron can predict the dynamic CAP binding landscapes during development, revealing the global orchestration of protein and regulatory element activities in neurogenesis. We expect Chromnitron to accelerate discovery and engineering in regulatory genomics, particularly in human primary cells, and empower future therapeutic opportunities. NIHPP2025.08.17.670761V1-supplement-1.pdf 7460639 file media-1.xlsx 6016198 file media-2.xlsx 32770 file GM12878 Type igsr Funding Agency NCI NIH HHS grant_id P30 CA013696 Funding Agency NCI NIH HHS grant_id R01 CA252239 Funding Agency NCI NIH HHS grant_id P01 CA229086 Funding Agency NIH HHS grant_id R03 OD036495 Funding Agency NCI NIH HHS grant_id R35 CA253126 Funding Agency NIH HHS grant_id DP5 OD033430 Publication Journal bioRxiv : the preprint server for biology Pages 2025.08.17.670761 Publication date 2025 Aug 10.1101/2025.08.17.670761 Type DOI PMC12363962 Type PMC 40832322 Type PMID a1 Author Name Tan J affiliation o1 True a2 Author Name Fu X ORCID 0000-0001-9835-5018 affiliation o2 True a3 Author Name Ling X ORCID 0000-0001-9776-6421 affiliation o1 True a4 Author Name Mo S affiliation o3 True a5 Author Name Bai J affiliation o1 True a6 Author Name Rabadan R affiliation o2 True a7 Author Name Fenyo D affiliation o4 True a8 Author Name Boeke JD ORCID 0000-0001-5322-4946 affiliation o4 True a9 Author Name Tsirigos A ORCID 0000-0002-7512-8477 affiliation o5 True a10 Author Name Xia B ORCID 0000-0003-0929-7253 affiliation o1 True o5 Organization Name Division of Precision Medicine, NYU Grossman School of Medicine, New York, NY, USA o1 Organization Name Gene Regulation Observatory, Broad Institute of MIT and Harvard, Cambridge, MA, USA o4 Organization Name Institute for Systems Genetics, NYU Grossman School of Medicine, New York, NY, USA o2 Organization Name Program of Mathematical Genomics, Department of System Biology, Columbia University, New York, NY, USA o3 Organization Name School of Computer Science, Carnegie Mellon University, Pittsburgh, PA, USA submission",0.3,0.0,0.9,0.0,foundation_model,manual_review,"[""foundation_model_domain_uncertain""]",True,,2026-07-17T07:31:32.570847Z,2026-07-19T06:13:51.630439Z,biostudies
Semantic-Electromagnetic Inversion With Pretrained Multimodal Generative Model.,,,,,,,,,,,,S-EPMC11558082,BioStudies,https://www.ebi.ac.uk/biostudies/studies/S-EPMC11558082,True,,13256789,3,"[{""name"": ""ADVS-11-2406793-s001.mp4"", ""url"": """", ""size_bytes"": 433441, ""format"": null, ""http_status"": null, ""content_type"": null, ""supports_range"": null, ""last_modified"": null, ""login_required"": false, ""publicly_downloadable"": null}, {""name"": ""ADVS-11-2406793-s002.docx"", ""url"": """", ""size_bytes"": 12203021, ""format"": null, ""http_status"": null, ""content_type"": null, ""supports_range"": null, ""last_modified"": null, ""login_required"": false, ""publicly_downloadable"": null}, {""name"": ""ADVS-11-2406793-s003.mp4"", ""url"": """", ""size_bytes"": 620327, ""format"": null, ""http_status"": null, ""content_type"": null, ""supports_range"": null, ""last_modified"": null, ""login_required"": false, ""publicly_downloadable"": null}]",,,,False,,,,,,,,,,,,uncertain,No Xenium text or characteristic Xenium files found,False,False,False,False,False,True,,,,,,,,"[{""identifier"": ""10.1002/advs.202406793"", ""location"": ""repository_detail"", ""text"": ""en-Wurttemberg, Germany) Volume 11(42) Pages e2406793 Publication date 2024 Nov 10.1002/advs.202406793 Type DOI PMC11558082 Type PMC 39246254 Type PMID a1 Author Name Chen Y affiliat"", ""source_url"": null}]","S-EPMC11558082 study Semantic-Electromagnetic Inversion With Pretrained Multimodal Generative Model. Chen Y Zhang H Ma J Cui TJ Del Hougne P Li L 3 3 2024-01-01 True  measurement operator. The generator is fed by a multimodal foundation model encoding the multimodal semantic prior and a physical adapter encoding the measured data. For a new physical setting, only the lightweight physical adapter is retrained. The authors' architecture also enables a flexible S-EPMC11558082 DataSource Europe PMC Title Semantic-Electromagnetic Inversion With Pretrained Multimodal Generative Model. ReleaseDate 2024-01-01 AttachTo EuropePMC Study Title Semantic-Electromagnetic Inversion With Pretrained Multimodal Generative Model. Abstract Across diverse domains of science and technology, electromagnetic (EM) inversion problems benefit from the ability to account for multimodal prior information to regularize their inherent ill-posedness. Indeed, besides priors that are formulated mathematically or learned from quantitative data, valuable prior information may be available in the form of text or images. Besides handling semantic multimodality, it is furthermore important to minimize the cost of adapting to a new physical measurement operator and to limit the requirements for costly labeled data. Here, these challenges are tackled with a frugal and multimodal semantic-EM inversion technique. The key ingredient is a multimodal generator of reconstruction results that can be pretrained, being agnostic to the physical measurement operator. The generator is fed by a multimodal foundation model encoding the multimodal semantic prior and a physical adapter encoding the measured data. For a new physical setting, only the lightweight physical adapter is retrained. The authors' architecture also enables a flexible iterative step-by-step solution to the inverse problem where each step can be semantically controlled. The feasibility and benefits of this methodology are demonstrated for three EM inverse problems: a canonical two-dimensional inverse-scattering problem in numerics, as well as three-dimensional and four-dimensional compressive microwave meta-imaging experiments. ADVS-11-2406793-s001.mp4 433441 file ADVS-11-2406793-s002.docx 12203021 file ADVS-11-2406793-s003.mp4 620327 file Funding Agency National Natural Science Foundation of China grant_id 62288101 Funding Agency National Key Research and Development Program of China grant_id 2023YFB3811502 Funding Agency State Grid Corporation of China's headquarters technology project grant_id 5400-202355545A-3-2-ZN Funding Agency National Key Research and Development Program of China grant_id 2021YFA1401002 Publication Journal Advanced science (Weinheim, Baden-Wurttemberg, Germany) Volume 11(42) Pages e2406793 Publication date 2024 Nov 10.1002/advs.202406793 Type DOI PMC11558082 Type PMC 39246254 Type PMID a1 Author Name Chen Y affiliation o1 True a2 Author Name Zhang H affiliation o1 True a3 Author Name Ma J affiliation o1 True a4 Author Name Cui TJ affiliation o2 True a5 Author Name Del Hougne P affiliation o3 True a6 Author Name Li L affiliation o1 True o1 Organization Name State Key Laboratory of Advanced Optical Communication Systems and Networks, School of Electronics, Peking University, Beijing, 100871, China. o2 Organization Name State Key Laboratory of Millimeter Waves, Southeast University, Nanjing, 210096, China. o3 Organization Name Université Rennes, CNRS, IETR - UMR 6164, Rennes, F-35000, France. submission",0.0,0.0,0.0,0.0,foundation_model,manual_review,"[""foundation_model_domain_uncertain""]",True,,2026-07-17T07:31:32.474774Z,2026-07-19T06:13:51.520432Z,biostudies
Neural networks and foundation models: two strategies for EEG-to-fMRI prediction.,,,,,,,,,,,,S-EPMC12753390,BioStudies,https://www.ebi.ac.uk/biostudies/studies/S-EPMC12753390,True,,38282528,1,"[{""name"": ""Supplementaryfile1.zip"", ""url"": """", ""size_bytes"": 38282528, ""format"": null, ""http_status"": null, ""content_type"": null, ""supports_range"": null, ""last_modified"": null, ""login_required"": false, ""publicly_downloadable"": null}]",,,,False,,,,,,,,,,,,uncertain,No Xenium text or characteristic Xenium files found,False,False,False,False,False,True,,,,,,,,"[{""identifier"": ""10.3389/fsysb.2025.1715692"", ""location"": ""repository_detail"", ""text"": ""urnal Frontiers in systems biology Volume 5 Pages 1715692 Publication date 2025 10.3389/fsysb.2025.1715692 Type DOI PMC12753390 Type PMC 41479845 Type PMID a1 Author Name Donoso M affili"", ""source_url"": null}]","S-EPMC12753390 study Neural networks and foundation models: two strategies for EEG-to-fMRI prediction. Donoso M 3 1 2025-01-01 True  on an EEG-fMRI dataset, is not straightforward and would certainly require further study. These findings could provide important insights for enhancing neural interfaces and advancing toward a multimodal foundation model for neuroscience, integrating EEG, fMRI, and possibly other neuroimaging S-EPMC12753390 DataSource Europe PMC Title Neural networks and foundation models: two strategies for EEG-to-fMRI prediction. ReleaseDate 2025-01-01 AttachTo EuropePMC Study Title Neural networks and foundation models: two strategies for EEG-to-fMRI prediction. Abstract Electroencephalography (EEG) and functional Magnetic Resonance Imaging (fMRI) are two widely used neuroimaging techniques, with complementary strengths and weaknesses. Predicting fMRI activity from EEG activity could give us the best of both worlds, and open new horizons for neuroscience research and neurotechnology applications. Here, we formulate this prediction objective both as a classification task (predicting whether the fMRI signal increases or decreases) and a regression task (predicting the value of this signal). We follow two distinct strategies: training classical machine learning and deep learning models (including MLP, CNN, RNN, and transformer) on an EEG-fMRI dataset, or leveraging the capabilities of pre-trained large language models (LLMs) and large multimodal models. We show that predicting fMRI activity from EEG activity is possible for the brain regions defined by the Harvard-Oxford cortical atlas, in the context of subjects performing a neurofeedback task. Interestingly, both strategies yield promising results, possibly highlighting two complementary paths for our prediction objective. Furthermore, a Chain-of-Thought approach demonstrates that LLMs can infer the cognitive functions associated with EEG data, and subsequently predict the fMRI data from these cognitive functions. The natural combination of the two strategies, i.e., fine-tuning an LLM on an EEG-fMRI dataset, is not straightforward and would certainly require further study. These findings could provide important insights for enhancing neural interfaces and advancing toward a multimodal foundation model for neuroscience, integrating EEG, fMRI, and possibly other neuroimaging modalities. Supplementaryfile1.zip 38282528 file Publication Journal Frontiers in systems biology Volume 5 Pages 1715692 Publication date 2025 10.3389/fsysb.2025.1715692 Type DOI PMC12753390 Type PMC 41479845 Type PMID a1 Author Name Donoso M affiliation o1 True o1 Organization Name Ouroboros Neurotechnologies, Lausanne, Switzerland submission",0.0,0.0,0.0,0.0,foundation_model,manual_review,"[""foundation_model_domain_uncertain""]",True,,2026-07-17T07:31:32.382455Z,2026-07-19T06:13:51.411190Z,biostudies
Cardiac health assessment across scenarios and devices using a multimodal foundation model pretrained on data from 1.7 million individuals.,,,,,,,,,,,,S-EPMC12932102,BioStudies,https://www.ebi.ac.uk/biostudies/studies/S-EPMC12932102,True,,17326195,7,"[{""name"": ""42256_2026_1180_MOESM1_ESM.pdf"", ""url"": """", ""size_bytes"": 1475710, ""format"": null, ""http_status"": null, ""content_type"": null, ""supports_range"": null, ""last_modified"": null, ""login_required"": false, ""publicly_downloadable"": null}, {""name"": ""42256_2026_1180_MOESM2_ESM.pdf"", ""url"": """", ""size_bytes"": 2303731, ""format"": null, ""http_status"": null, ""content_type"": null, ""supports_range"": null, ""last_modified"": null, ""login_required"": false, ""publicly_downloadable"": null}, {""name"": ""42256_2026_1180_MOESM3_ESM.pdf"", ""url"": """", ""size_bytes"": 2965342, ""format"": null, ""http_status"": null, ""content_type"": null, ""supports_range"": null, ""last_modified"": null, ""login_required"": false, ""publicly_downloadable"": null}, {""name"": ""42256_2026_1180_MOESM4_ESM.xlsx"", ""url"": """", ""size_bytes"": 10528087, ""format"": null, ""http_status"": null, ""content_type"": null, ""supports_range"": null, ""last_modified"": null, ""login_required"": false, ""publicly_downloadable"": null}, {""name"": ""42256_2026_1180_MOESM5_ESM.xlsx"", ""url"": """", ""size_bytes"": 23521, ""format"": null, ""http_status"": null, ""content_type"": null, ""supports_range"": null, ""last_modified"": null, ""login_required"": false, ""publicly_downloadable"": null}, {""name"": ""42256_2026_1180_MOESM6_ESM.xlsx"", ""url"": """", ""size_bytes"": 18262, ""format"": null, ""http_status"": null, ""content_type"": null, ""supports_range"": null, ""last_modified"": null, ""login_required"": false, ""publicly_downloadable"": null}, {""name"": ""42256_2026_1180_MOESM7_ESM.xlsx"", ""url"": """", ""size_bytes"": 11542, ""format"": null, ""http_status"": null, ""content_type"": null, ""supports_range"": null, ""last_modified"": null, ""login_required"": false, ""publicly_downloadable"": null}]",,,,False,,,,,,,,,,,,uncertain,No Xenium text or characteristic Xenium files found,False,False,False,False,False,True,,,,,,,,"[{""identifier"": ""10.1038/s42256-026-01180-5"", ""location"": ""repository_detail"", ""text"": ""nal Nature machine intelligence Volume 8(2) Pages 220-233 Publication date 2026 10.1038/s42256-026-01180-5 Type DOI PMC12932102 Type PMC 41757248 Type PMID a1 Author Name Gu X affiliatio"", ""source_url"": null}]","S-EPMC12932102 study Cardiac health assessment across scenarios and devices using a multimodal foundation model pretrained on data from 1.7 million individuals. Gu X Tang W Han J Sangha V Liu F Gowda SN Ribeiro AH Schwab P Branson K Clifton L Ribeiro ALP Liu Z Clifton DA 3 7 2026-01-01 True S-EPMC12932102 PMC12932102 Cardiac health assessment across scenarios and devices using a multimodal foundation model pretrained on data from 1.7 million individuals. Cardiovascular diseases remain a major contributor to the global burden of healthcare, highlighting the importance of accurate S-EPMC12932102 DataSource Europe PMC Title Cardiac health assessment across scenarios and devices using a multimodal foundation model pretrained on data from 1.7 million individuals. ReleaseDate 2026-01-01 AttachTo EuropePMC Study Title Cardiac health assessment across scenarios and devices using a multimodal foundation model pretrained on data from 1.7 million individuals. Abstract Cardiovascular diseases remain a major contributor to the global burden of healthcare, highlighting the importance of accurate and scalable methods for cardiac monitoring. Cardiac biosignals, most notably electrocardiograms (ECG) and photoplethysmograms, are essential for diagnosing, preventing and managing cardiovascular conditions across clinical and home settings. However, their acquisition varies substantially across scenarios and devices, whereas existing analytical models often rely on homogeneous datasets and static bespoke models, limiting their robustness and generalizability in diverse real-world contexts. Here we present a cardiac sensing foundation model (CSFM) that leverages transformer architectures and a generative masked pretraining strategy to learn unified representations from heterogeneous health records. CSFM is pretrained on a multimodal integration of data from various large-scale datasets, comprising cardiac signals from approximately 1.7 million individuals and their corresponding clinical or machine-generated text reports. The embeddings derived from CSFM act as effective, transferable features across diverse cardiac sensing scenarios, supporting a seamless adaptation to the varied input configurations and sensor modalities. Extensive evaluations across diagnostic tasks, demographic recognition, vital sign measurement, clinical outcome prediction and ECG question answering demonstrate that CSFM consistently outperforms traditional one-modal-one-task approaches. Notably, CSFM maintains favourable performance across both 12-lead and single-lead ECGs, as well as in scenarios involving ECG only, photoplethysmogram only or a combination of both. This highlights its potential as a versatile and scalable foundation for comprehensive cardiac monitoring. 42256_2026_1180_MOESM1_ESM.pdf 1475710 file 42256_2026_1180_MOESM2_ESM.pdf 2303731 file 42256_2026_1180_MOESM3_ESM.pdf 2965342 file 42256_2026_1180_MOESM4_ESM.xlsx 10528087 file 42256_2026_1180_MOESM5_ESM.xlsx 23521 file 42256_2026_1180_MOESM6_ESM.xlsx 18262 file 42256_2026_1180_MOESM7_ESM.xlsx 11542 file Funding Agency Wellcome Trust grant_id 204904/Z/16/Z Publication Journal Nature machine intelligence Volume 8(2) Pages 220-233 Publication date 2026 10.1038/s42256-026-01180-5 Type DOI PMC12932102 Type PMC 41757248 Type PMID a1 Author Name Gu X affiliation o1 True a2 Author Name Tang W affiliation o1 True a3 Author Name Han J affiliation o2 True a4 Author Name Sangha V affiliation o1 True a5 Author Name Liu F affiliation o1 True a6 Author Name Gowda SN affiliation o3 True a7 Author Name Ribeiro AH affiliation o4 True a8 Author Name Schwab P affiliation o5 True a9 Author Name Branson K affiliation o5 True a10 Author Name Clifton L affiliation o1 True a11 Author Name Ribeiro ALP affiliation o6 True a12 Author Name Liu Z affiliation o1 True a13 Author Name Clifton DA affiliation o1 True o2 Organization Name Brain and Behaviour Lab, Imperial College London, London, UK o1 Organization Name Department of Engineering Science, University of Oxford, Oxford, UK o4 Organization Name Department of Information Technology, Uppsala University, Uppsala, Sweden o6 Organization Name Department of Internal Medicine, Faculdade de Medicina and Telehealth Center and Cardiology Service, Hospital das Clínicas, Universidade Federal de Minas Gerais, Belo Horizonte, Brazil o5 Organization Name GSK plc, London, UK o3 Organization Name School of Computer Science, University of Nottingham, Nottingham, UK ExtractedLinks submission",0.0,0.0,0.0,0.0,foundation_model,manual_review,"[""foundation_model_domain_uncertain""]",True,,2026-07-17T07:31:32.265039Z,2026-07-19T06:13:51.303912Z,biostudies
An interpretable RNA foundation model for exploring functional RNA motifs in plants.,,,,,,,,,,,,S-EPMC11652376,BioStudies,https://www.ebi.ac.uk/biostudies/studies/S-EPMC11652376,,,,0,[],,,,False,,,,,,,,,,,,uncertain,No Xenium text or characteristic Xenium files found,False,False,False,False,False,True,,,,,,,,[],"S-EPMC11652376 study An interpretable RNA foundation model for exploring functional RNA motifs in plants. Yu H Yang H Sun W Yan Z Yang X Zhang H Ding Y Li K 3 5 2024-01-01 True S-EPMC11652376 PMC11652376 An interpretable RNA foundation model for exploring functional RNA motifs in plants. The complex 'language' of plant RNA encodes a vast array of biological regulatory elements that orchestrate crucial aspects of plant growth, development and adaptation to environmental",0.0,0.0,0.0,0.0,foundation_model,manual_review,"[""foundation_model_domain_uncertain""]",True,,2026-07-17T07:31:31.252871Z,2026-07-19T06:13:50.179436Z,biostudies
HydrogelFinder: A Foundation Model for Efficient Self-Assembling Peptide Discovery Guided by Non-Peptidal Small Molecules.,,,,,,,,,,,,S-EPMC11234452,BioStudies,https://www.ebi.ac.uk/biostudies/studies/S-EPMC11234452,,,,0,[],,,,False,,,,,,,,,,,,uncertain,No Xenium text or characteristic Xenium files found,False,False,False,False,False,True,,,,,,,,[],"S-EPMC11234452 study HydrogelFinder: A Foundation Model for Efficient Self-Assembling Peptide Discovery Guided by Non-Peptidal Small Molecules. Ren X Wei J Luo X Liu Y Li K Zhang Q Gao X Yan S Wu X Jiang X Liu M Cao D Wei L Zeng X Shi J 3 1 2024-01-01 True S-EPMC11234452 PMC11234452 HydrogelFinder: A Foundation Model for Efficient Self-Assembling Peptide Discovery Guided by Non-Peptidal Small Molecules. Self-assembling peptides have numerous applications in medicine, food chemistry, and nanotechnology. However, their discovery has traditionally been",0.0,0.0,0.0,0.0,foundation_model,manual_review,"[""foundation_model_domain_uncertain""]",True,,2026-07-17T07:31:31.252777Z,2026-07-19T06:13:50.179342Z,biostudies
A vision-language foundation model for Alzheimer's disease diagnosis using MRI and clinical data.,,,,,,,,,,,,S-EPMC12745493,BioStudies,https://www.ebi.ac.uk/biostudies/studies/S-EPMC12745493,,,,0,[],,,,False,,,,,,,,,,,,uncertain,No Xenium text or characteristic Xenium files found,False,False,False,False,False,True,,,,,,,,[],"S-EPMC12745493 study A vision-language foundation model for Alzheimer's disease diagnosis using MRI and clinical data. Lin PJ Jiang Z Liu Y Li W Qi Y Sun J Ni S Shu L Xia M Toga AW Alzheimer's Disease Neuroimaging Initiative, for the Health and Aging Brain Study (HABS‐HD) Study Team 3 1 2025-01-01 True S-EPMC12745493 PMC12745493 A vision-language foundation model for Alzheimer's disease diagnosis using MRI and clinical data. <h4>Introduction</h4>Reliable early detection of Alzheimer's disease (AD) remains difficult due to heterogeneous progression trajectories and variability in clinical",0.0,0.0,0.0,0.0,foundation_model,manual_review,"[""foundation_model_domain_uncertain""]",True,,2026-07-17T07:31:31.252671Z,2026-07-19T06:13:50.179233Z,biostudies
Independent Evaluation of RETFound Foundation Model's Performance on Optic Nerve Analysis Using Fundus Photography.,,,,,,,,,,,,S-EPMC11950761,BioStudies,https://www.ebi.ac.uk/biostudies/studies/S-EPMC11950761,,,,0,[],,,,False,,,,,,,,,,,,uncertain,No Xenium text or characteristic Xenium files found,False,False,False,False,False,True,,,,,,,,[],"S-EPMC11950761 study Independent Evaluation of RETFound Foundation Model's Performance on Optic Nerve Analysis Using Fundus Photography. Chen MS Ravindranath R Chang R Zhou Y Keane PA Wang SY 3 3 2025-01-01 True S-EPMC11950761 PMC11950761 Independent Evaluation of RETFound Foundation Model's Performance on Optic Nerve Analysis Using Fundus Photography. <h4>Purpose</h4>This study evaluates RETFound, a retinal image foundation model, as a feature extractor for predicting optic nerve metrics like cup-to-disc",0.0,0.0,0.0,0.0,foundation_model,manual_review,"[""foundation_model_domain_uncertain""]",True,,2026-07-17T07:31:31.252559Z,2026-07-19T06:13:50.179123Z,biostudies
