title,doi,pmid,pmcid,journal,issn,publisher,container_title,first_author,publication_date,publication_tier,paper_url,accession,repository,dataset_url,downloadable,download_status,total_size_bytes,file_count,file_manifest,species,is_human,cancer_type_raw,cancer_type,cancer_subtype,tissue,patient_count,sample_count,section_count,cell_count,gene_panel_size,fresh_frozen_or_ffpe,xenium_panel,xenium_role,xenium_reason,paired_scrna,paired_snrna,paired_histology,paired_protein,paired_clinical,foundation_model_related,model_name,model_task,training_sample_count,training_cell_count,model_code_url,model_weights_url,training_data_public,evidence,evidence_text,confidence_score,manual_review_required,source_updated_at,first_seen_at,last_checked_at,source
"Comparison of imaging-based single-cell resolution spatial transcriptomics profiling platforms using formalin-fixed, paraffin-embedded tumor samples.",,39877088,,Research square,,,,,2025 Jan 17,,https://pubmed.ncbi.nlm.nih.gov/39877088/,,,,,,,0,[],,False,,,,,,,,,,,,mentioned_only,Xenium is not substantively described,False,False,False,False,False,False,,,,,,,,[],,0.2,True,,2026-07-17T05:46:22.643665Z,2026-07-17T05:46:22.643666Z,pubmed
scBSP: A fast and accurate tool for identifying spatially variable features from high-resolution spatial omics data.,,39974940,,bioRxiv : the preprint server for biology,,,,,2025 Feb 7,,https://pubmed.ncbi.nlm.nih.gov/39974940/,,,,,,,0,[],,False,,,,,,,,,,,,mentioned_only,Xenium is not substantively described,False,False,False,False,False,False,,,,,,,,[],,0.2,True,,2026-07-17T05:46:22.643657Z,2026-07-17T05:46:22.643658Z,pubmed
Somatic mutations distinguish melanocyte subpopulations in human skin.,,39975212,,bioRxiv : the preprint server for biology,,,,,2025 Feb 8,,https://pubmed.ncbi.nlm.nih.gov/39975212/,,,,,,,0,[],,True,,,,,,,,,,,,mentioned_only,Xenium is not substantively described,False,False,False,False,False,False,,,,,,,,[],,0.2,True,,2026-07-17T05:46:22.643649Z,2026-07-17T05:46:22.643650Z,pubmed
Joint imputation and deconvolution of gene expression across spatial transcriptomics platforms.,,40027720,,bioRxiv : the preprint server for biology,,,,,2025 Feb 19,,https://pubmed.ncbi.nlm.nih.gov/40027720/,,,,,,,0,[],,False,,,,,,,,,,,,mentioned_only,Xenium is not substantively described,False,False,False,False,False,False,,,,,,,,[],,0.2,True,,2026-07-17T05:46:22.643642Z,2026-07-17T05:46:22.643642Z,pubmed
Geospatially informed representation of spatial genomics data with SpatialFeatureExperiment.,,40060564,,bioRxiv : the preprint server for biology,,,,,2025 Feb 27,,https://pubmed.ncbi.nlm.nih.gov/40060564/,,,,,,,0,[],,False,,,,,,,,,,,,mentioned_only,Xenium is not substantively described,False,False,False,False,False,False,,,,,,,,[],,0.2,True,,2026-07-17T05:46:22.643634Z,2026-07-17T05:46:22.643634Z,pubmed
Single-cell multi-stage spatial evolutional map of esophageal carcinogenesis.,,40068596,,Cancer cell,,,,,2025 Mar 10,,https://pubmed.ncbi.nlm.nih.gov/40068596/,,,,,,,0,[],,False,,,,,,,,,,,,mentioned_only,Xenium is not substantively described,False,False,False,False,False,False,,,,,,,,[],,0.2,True,,2026-07-17T05:46:22.643625Z,2026-07-17T05:46:22.643625Z,pubmed
Optimizing Xenium In Situ data utility by quality assessment and best-practice analysis workflows.,,40082609,,Nature methods,,,,,2025 Apr,,https://pubmed.ncbi.nlm.nih.gov/40082609/,,,,,,,0,[],,False,,,,,,,,,,,,uncertain,Xenium context is insufficient,False,False,False,False,False,False,,,,,,,,[],,0.45,True,,2026-07-17T05:46:22.643599Z,2026-07-17T05:46:22.643599Z,pubmed
Spatial proteomics and transcriptomics characterization of tissue and multiple cancer types including decalcified marrow.,,40109220,,Cancer biomarkers : section A of Disease markers,,,,,2025 Jan,,https://pubmed.ncbi.nlm.nih.gov/40109220/,,,,,,,0,[],,False,,,,,,,,,,,,mentioned_only,Xenium is not substantively described,False,False,False,False,False,False,,,,,,,,[],,0.2,True,,2026-07-17T05:46:22.643589Z,2026-07-17T05:46:22.643590Z,pubmed
Segger: Fast and accurate cell segmentation of imaging-based spatial transcriptomics data.,,40161614,,bioRxiv : the preprint server for biology,,,,,2025 Mar 16,,https://pubmed.ncbi.nlm.nih.gov/40161614/,,,,,,,0,[],,False,,,,,,,,,,,,mentioned_only,Xenium is not substantively described,False,False,False,False,False,False,,,,,,,,[],,0.2,True,,2026-07-17T05:46:22.643579Z,2026-07-17T05:46:22.643582Z,pubmed
Thor: a platform for cell-level investigation of spatial transcriptomics and histology.,,40162205,,Research square,,,,,2025 Mar 10,,https://pubmed.ncbi.nlm.nih.gov/40162205/,,,,,,,0,[],,False,,,,,,,,,,,,mentioned_only,Xenium is not substantively described,False,False,False,False,False,False,,,,,,,,[],,0.2,True,,2026-07-17T05:46:22.643572Z,2026-07-17T05:46:22.643573Z,pubmed
HISSTA: a human in situ single-cell transcriptome atlas.,,40163697,,"Bioinformatics (Oxford, England)",,,,,2025 Mar 29,,https://pubmed.ncbi.nlm.nih.gov/40163697/,,,,,,,0,[],,True,,,,,,,,,,,,mentioned_only,Xenium is not substantively described,False,False,False,False,False,False,,,,,,,,[],,0.2,True,,2026-07-17T05:46:22.643565Z,2026-07-17T05:46:22.643565Z,pubmed
A Spatial Multi-Omic Framework Identifies Gliomas Permissive to TIL Expansion.,,40236001,,bioRxiv : the preprint server for biology,,,,,2025 Apr 12,,https://pubmed.ncbi.nlm.nih.gov/40236001/,,,,,,,0,[],,False,,,,,,,,,,,,mentioned_only,Xenium is not substantively described,False,False,False,False,False,False,,,,,,,,[],,0.2,True,,2026-07-17T05:46:22.643554Z,2026-07-17T05:46:22.643555Z,pubmed
Evidence of off-target probe binding in the 10x Genomics Xenium v1 Human Breast Gene Expression Panel compromises accuracy of spatial transcriptomic profiling.,,40236200,,bioRxiv : the preprint server for biology,,,,,2025 Apr 3,,https://pubmed.ncbi.nlm.nih.gov/40236200/,,,,,,,0,[],,True,,,,,,,,,,,,uncertain,Xenium context is insufficient,False,False,False,False,False,False,,,,,,,,[],,0.45,True,,2026-07-17T05:46:22.643547Z,2026-07-17T05:46:22.643547Z,pubmed
Histology-Based Virtual RNA Inference Identifies Pathways Associated with Metastasis Risk in Colorectal Cancer.,,40313260,,medRxiv : the preprint server for health sciences,,,,,2025 Apr 23,,https://pubmed.ncbi.nlm.nih.gov/40313260/,,,,,,,0,[],,False,,,,,,,,,,,,mentioned_only,Xenium is not substantively described,False,False,False,False,False,False,,,,,,,,[],,0.2,True,,2026-07-17T05:46:22.643537Z,2026-07-17T05:46:22.643538Z,pubmed
A Spatial Multi-Omic Framework Identifies Gliomas Permissive to TIL Expansion.,,40313763,,Research square,,,,,2025 Apr 25,,https://pubmed.ncbi.nlm.nih.gov/40313763/,,,,,,,0,[],,False,,,,,,,,,,,,mentioned_only,Xenium is not substantively described,False,False,False,False,False,False,,,,,,,,[],,0.2,True,,2026-07-17T05:46:22.643530Z,2026-07-17T05:46:22.643531Z,pubmed
Multihormone-producing capabilities of normal pancreatic islet cells-spatial transcriptomics analysis using Xenium.,,40436764,,"Biomedical research (Tokyo, Japan)",,,,,2025,,https://pubmed.ncbi.nlm.nih.gov/40436764/,,,,,,,0,[],,False,,,,,,,,,,,,uncertain,Xenium context is insufficient,False,False,False,False,False,False,,,,,,,,[],,0.45,True,,2026-07-17T05:46:22.643519Z,2026-07-17T05:46:22.643520Z,pubmed
Comparison of spatial transcriptomics technologies using tumor cryosections.,,40542418,,Genome biology,,,,,2025 Jun 20,,https://pubmed.ncbi.nlm.nih.gov/40542418/,,,,,,,0,[],,False,,,,,,,,,,,,mentioned_only,Xenium is not substantively described,False,False,False,False,False,False,,,,,,,,[],,0.2,True,,2026-07-17T05:46:22.643512Z,2026-07-17T05:46:22.643512Z,pubmed
The Spatial Atlas of Human Anatomy (SAHA): A Multimodal Subcellular-Resolution Reference Across Human Organs.,,40611896,,bioRxiv : the preprint server for biology,,,,,2025 Nov 5,,https://pubmed.ncbi.nlm.nih.gov/40611896/,,,,,,,0,[],,True,,,,,,,,,,,,mentioned_only,Xenium is not substantively described,False,False,False,False,False,False,,,,,,,,[],,0.2,True,,2026-07-17T05:46:22.643504Z,2026-07-17T05:46:22.643505Z,pubmed
An Intrinsic-hoc Framework for Heterogeneous Cellular Senescence Elucidation Using Deep Graph Representation Learning and Experimental Validation.,,40631080,,bioRxiv : the preprint server for biology,,,,,2025 Jul 4,,https://pubmed.ncbi.nlm.nih.gov/40631080/,,,,,,,0,[],,False,,,,,,,,,,,,mentioned_only,Xenium is not substantively described,False,False,False,False,False,False,,,,,,,,[],,0.2,True,,2026-07-17T05:46:22.643497Z,2026-07-17T05:46:22.643497Z,pubmed
Single-cell spatial analysis with Xenium reveals anti-tumour responses of CXCL13 + T and CXCL9+ cells after radiotherapy combined with anti-PD-L1 therapy.,,40670667,,British journal of cancer,,,,,2025 Oct,,https://pubmed.ncbi.nlm.nih.gov/40670667/,,,,,,,0,[],,False,,,,,,,,,,,,uncertain,Xenium context is insufficient,False,False,False,False,False,False,,,,,,,,[],,0.45,True,,2026-07-17T05:46:22.643490Z,2026-07-17T05:46:22.643490Z,pubmed
Comparing Xenium 5K and Visium HD data from identical tissue slide at a pathological perspective.,,40713820,,Journal of experimental & clinical cancer research : CR,,,,,2025 Jul 26,,https://pubmed.ncbi.nlm.nih.gov/40713820/,,,,,,,0,[],,False,,,,,,,,,,,,uncertain,Xenium context is insufficient,False,False,False,False,False,False,,,,,,,,[],,0.45,True,,2026-07-17T05:46:22.643483Z,2026-07-17T05:46:22.643483Z,pubmed
Thor: a platform for cell-level investigation of spatial transcriptomics and histology.,,40764306,,Nature communications,,,,,2025 Aug 5,,https://pubmed.ncbi.nlm.nih.gov/40764306/,,,,,,,0,[],,False,,,,,,,,,,,,mentioned_only,Xenium is not substantively described,False,False,False,False,False,False,,,,,,,,[],,0.2,True,,2026-07-17T05:46:22.643475Z,2026-07-17T05:46:22.643476Z,pubmed
Histology-Based Virtual RNA Inference Identifies Pathways Associated With Metastasis Risk in Colorectal Cancer.,,40803647,,"Modern pathology : an official journal of the United States and Canadian Academy of Pathology, Inc",,,,,2025 Nov,,https://pubmed.ncbi.nlm.nih.gov/40803647/,,,,,,,0,[],,False,,,,,,,,,,,,mentioned_only,Xenium is not substantively described,False,False,False,False,False,False,,,,,,,,[],,0.2,True,,2026-07-17T05:46:22.643466Z,2026-07-17T05:46:22.643467Z,pubmed
Integrating multi-modal transcriptomics identifies cellular subtypes with distinct roles in PDAC progression.,,40855036,,"Cellular oncology (Dordrecht, Netherlands)",,,,,2025 Oct,,https://pubmed.ncbi.nlm.nih.gov/40855036/,,,,,,,0,[],,False,,,,,,,,,,,,mentioned_only,Xenium is not substantively described,False,False,False,False,False,False,,,,,,,,[],,0.2,True,,2026-07-17T05:46:22.643456Z,2026-07-17T05:46:22.643457Z,pubmed
S3R: Modeling spatially varying associations with Spatially Smooth Sparse Regression.,,40964272,,bioRxiv : the preprint server for biology,,,,,2025 Nov 14,,https://pubmed.ncbi.nlm.nih.gov/40964272/,,,,,,,0,[],,False,,,,,,,,,,,,mentioned_only,Xenium is not substantively described,False,False,False,False,False,False,,,,,,,,[],,0.2,True,,2026-07-17T05:46:22.643448Z,2026-07-17T05:46:22.643448Z,pubmed
Comparison of imaging based single-cell resolution spatial transcriptomics profiling platforms using formalin-fixed paraffin-embedded tumor samples.,,41006245,,Nature communications,,,,,2025 Sep 26,,https://pubmed.ncbi.nlm.nih.gov/41006245/,,,,,,,0,[],,False,,,,,,,,,,,,mentioned_only,Xenium is not substantively described,False,False,False,False,False,False,,,,,,,,[],,0.2,True,,2026-07-17T05:46:22.643440Z,2026-07-17T05:46:22.643440Z,pubmed
Protocol for integrating immunohistochemistry and H&E annotations with Xenium data at single-cell resolution.,,41014563,,STAR protocols,,,,,2025 Dec 19,,https://pubmed.ncbi.nlm.nih.gov/41014563/,,,,,,,0,[],,False,,,,,,,,,,,,uncertain,Xenium context is insufficient,False,False,False,False,False,False,,,,,,,,[],,0.45,True,,2026-07-17T05:46:22.643432Z,2026-07-17T05:46:22.643432Z,pubmed
CoCo-ST detects global and local biological structures in spatial transcriptomics datasets.,,41083603,,Nature cell biology,,,,,2025 Nov,,https://pubmed.ncbi.nlm.nih.gov/41083603/,,,,,,,0,[],,False,,,,,,,,,,,,mentioned_only,Xenium is not substantively described,False,False,False,False,False,False,,,,,,,,[],,0.2,True,,2026-07-17T05:46:22.643424Z,2026-07-17T05:46:22.643425Z,pubmed
Systematic benchmarking of high-throughput subcellular spatial transcriptomics platforms across human tumors.,,41107232,,Nature communications,,,,,2025 Oct 17,,https://pubmed.ncbi.nlm.nih.gov/41107232/,,,,,,,0,[],,True,,,,,,,,,,,,mentioned_only,Xenium is not substantively described,False,False,False,False,False,False,,,,,,,,[],,0.2,True,,2026-07-17T05:46:22.643417Z,2026-07-17T05:46:22.643417Z,pubmed
Application of CTC-derived spheroid for drug screening toward personalized treatment in patients with breast cancer.,,41151488,,Translational oncology,,,,,2026 Jan,,https://pubmed.ncbi.nlm.nih.gov/41151488/,,,,,,,0,[],,True,,,,,,,,,,,,mentioned_only,Xenium is not substantively described,False,False,False,False,False,False,,,,,,,,[],,0.2,True,,2026-07-17T05:46:22.643407Z,2026-07-17T05:46:22.643407Z,pubmed
Multimodal spatial-omics reveal co-evolution of alveolar progenitors and proinflammatory niches in progression of lung precursor lesions.,,41202811,,Cancer cell,,,,,2026 Feb 9,,https://pubmed.ncbi.nlm.nih.gov/41202811/,,,,,,,0,[],,False,,,,,,,,,,,,mentioned_only,Xenium is not substantively described,False,False,False,False,False,False,,,,,,,,[],,0.2,True,,2026-07-17T05:46:22.643399Z,2026-07-17T05:46:22.643399Z,pubmed
A unified framework for identification of cell-type-specific spatially variable genes in spatial transcriptomic studies.,,41223223,,Proceedings of the National Academy of Sciences of the United States of America,,,,,2025 Nov 18,,https://pubmed.ncbi.nlm.nih.gov/41223223/,,,,,,,0,[],,False,,,,,,,,,,,,mentioned_only,Xenium is not substantively described,False,False,False,False,False,False,,,,,,,,[],,0.2,True,,2026-07-17T05:46:22.643390Z,2026-07-17T05:46:22.643390Z,pubmed
TP53 mutation predicts resistance to immune checkpoint inhibitor-based therapy in intrahepatic cholangiocarcinoma.,,41247518,,Journal of gastroenterology,,,,,2026 Mar,,https://pubmed.ncbi.nlm.nih.gov/41247518/,,,,,,,0,[],,False,,,,,,,,,,,,mentioned_only,Xenium is not substantively described,False,False,False,False,False,False,,,,,,,,[],,0.2,True,,2026-07-17T05:46:22.643382Z,2026-07-17T05:46:22.643383Z,pubmed
Joint imputation and deconvolution of gene expression across spatial transcriptomics platforms.,,41249066,,Genome research,,,,,2025 Dec 3,,https://pubmed.ncbi.nlm.nih.gov/41249066/,,,,,,,0,[],,False,,,,,,,,,,,,mentioned_only,Xenium is not substantively described,False,False,False,False,False,False,,,,,,,,[],,0.2,True,,2026-07-17T05:46:22.643373Z,2026-07-17T05:46:22.643373Z,pubmed
"Latent plasticity of the human pancreas across development, health, and disease.",,41256699,,bioRxiv : the preprint server for biology,,,,,2025 Oct 3,,https://pubmed.ncbi.nlm.nih.gov/41256699/,,,,,,,0,[],,True,,,,,,,,,,,,mentioned_only,Xenium is not substantively described,False,False,False,False,False,False,,,,,,,,[],,0.2,True,,2026-07-17T05:46:22.643365Z,2026-07-17T05:46:22.643365Z,pubmed
Systematic benchmarking of imaging spatial transcriptomics platforms in FFPE tissues.,,41266321,,Nature communications,,,,,2025 Nov 20,,https://pubmed.ncbi.nlm.nih.gov/41266321/,,,,,,,0,[],,False,,,,,,,,,,,,mentioned_only,Xenium is not substantively described,False,False,False,False,False,False,,,,,,,,[],,0.2,True,,2026-07-17T05:46:22.643357Z,2026-07-17T05:46:22.643358Z,pubmed
Spatial Transcriptomics Identify T Cell-Driven Mechanisms of Kidney Damage in Immune Checkpoint Inhibitor-Associated Acute Interstitial Nephritis.,,41280053,,bioRxiv : the preprint server for biology,,,,,2025 Nov 3,,https://pubmed.ncbi.nlm.nih.gov/41280053/,,,,,,,0,[],,False,,,,,,,,,,,,mentioned_only,Xenium is not substantively described,False,False,False,False,False,False,,,,,,,,[],,0.2,True,,2026-07-17T05:46:22.643350Z,2026-07-17T05:46:22.643350Z,pubmed
"One section, two worlds: single-cell integration of MALDI-MSI and spatial transcriptomics on the same single tissue section.",,41315396,,Scientific reports,,,,,2025 Nov 28,,https://pubmed.ncbi.nlm.nih.gov/41315396/,,,,,,,0,[],,False,,,,,,,,,,,,mentioned_only,Xenium is not substantively described,False,False,False,False,False,False,,,,,,,,[],,0.2,True,,2026-07-17T05:46:22.643340Z,2026-07-17T05:46:22.643341Z,pubmed
Standardized metrics for assessment and reproducibility of imaging-based spatial transcriptomics datasets.,,41339526,,Nature biotechnology,,,,,2026 Jul,,https://pubmed.ncbi.nlm.nih.gov/41339526/,,,,,,,0,[],,False,,,,,,,,,,,,mentioned_only,Xenium is not substantively described,False,False,False,False,False,False,,,,,,,,[],,0.2,True,,2026-07-17T05:46:22.643333Z,2026-07-17T05:46:22.643333Z,pubmed
Riemannian Metric Learning for Alignment of Spatial Multiomics.,,41427348,,bioRxiv : the preprint server for biology,,,,,2025 Dec 11,,https://pubmed.ncbi.nlm.nih.gov/41427348/,,,,,,,0,[],,False,,,,,,,,,,,,mentioned_only,Xenium is not substantively described,False,False,False,False,False,False,,,,,,,,[],,0.2,True,,2026-07-17T05:46:22.643324Z,2026-07-17T05:46:22.643324Z,pubmed
MisTIC: Missegmented Transcript Inference Correction for Improved Spatial Transcriptomics Analysis.,,41446065,,bioRxiv : the preprint server for biology,,,,,2025 Dec 15,,https://pubmed.ncbi.nlm.nih.gov/41446065/,,,,,,,0,[],,False,,,,,,,,,,,,mentioned_only,Xenium is not substantively described,False,False,False,False,False,False,,,,,,,,[],,0.2,True,,2026-07-17T05:46:22.643316Z,2026-07-17T05:46:22.643317Z,pubmed
Single-cell spatial analysis identifies ID1-high endothelial cells in tertiary lymphoid structures as predictors of durable response to immunotherapy in non-small cell lung cancer.,,41495736,,Cancer cell international,,,,,2026 Jan 6,,https://pubmed.ncbi.nlm.nih.gov/41495736/,,,,,,,0,[],,False,,,,,,,,,,,,mentioned_only,Xenium is not substantively described,False,False,False,False,False,False,,,,,,,,[],,0.2,True,,2026-07-17T05:46:22.643309Z,2026-07-17T05:46:22.643309Z,pubmed
Microenvironment-aware spatial modeling for accurate inference of cell identity.,,41495904,,Nucleic acids research,,,,,2026 Jan 5,,https://pubmed.ncbi.nlm.nih.gov/41495904/,,,,,,,0,[],,False,,,,,,,,,,,,mentioned_only,Xenium is not substantively described,False,False,False,False,False,False,,,,,,,,[],,0.2,True,,2026-07-17T05:46:22.643300Z,2026-07-17T05:46:22.643301Z,pubmed
A subcellular spatial atlas illuminates the microenvironmental remodeling of perineural invasion in distal cholangiocarcinoma.,,41508044,,Journal of hematology & oncology,,,,,2026 Jan 8,,https://pubmed.ncbi.nlm.nih.gov/41508044/,,,,,,,0,[],,False,,,,,,,,,,,,mentioned_only,Xenium is not substantively described,False,False,False,False,False,False,,,,,,,,[],,0.2,True,,2026-07-17T05:46:22.643293Z,2026-07-17T05:46:22.643293Z,pubmed
FlashDeconv reveals resolution horizons in atlas-scale spatial transcriptomics.,,41509391,,bioRxiv : the preprint server for biology,,,,,2026 May 31,,https://pubmed.ncbi.nlm.nih.gov/41509391/,,,,,,,0,[],,False,,,,,,,,,,,,mentioned_only,Xenium is not substantively described,False,False,False,False,False,False,,,,,,,,[],,0.2,True,,2026-07-17T05:46:22.643285Z,2026-07-17T05:46:22.643285Z,pubmed
Spatial and temporal dynamics of cancer-associated fibroblast niches in breast cancer.,,41521297,,Breast cancer research : BCR,,,,,2026 Jan 11,,https://pubmed.ncbi.nlm.nih.gov/41521297/,,,,,,,0,[],,False,,,,,,,,,,,,mentioned_only,Xenium is not substantively described,False,False,False,False,False,False,,,,,,,,[],,0.2,True,,2026-07-17T05:46:22.643275Z,2026-07-17T05:46:22.643276Z,pubmed
A technical comparison of spatial transcriptomics platforms across six cancer types.,,41526977,,Genome biology,,,,,2026 Jan 12,,https://pubmed.ncbi.nlm.nih.gov/41526977/,,,,,,,0,[],,False,,,,,,,,,,,,mentioned_only,Xenium is not substantively described,False,False,False,False,False,False,,,,,,,,[],,0.2,True,,2026-07-17T05:46:22.643266Z,2026-07-17T05:46:22.643266Z,pubmed
Cellular senescence in human liver under normal aging and cancer.,,41576948,,Cell genomics,,,,,2026 Feb 11,,https://pubmed.ncbi.nlm.nih.gov/41576948/,,,,,,,0,[],,True,,,,,,,,,,,,mentioned_only,Xenium is not substantively described,False,False,False,False,False,False,,,,,,,,[],,0.2,True,,2026-07-17T05:46:22.643258Z,2026-07-17T05:46:22.643259Z,pubmed
FAST: Scalable Factor Analysis for Spatial Dimension Reduction of Multi-section Spatial Transcriptomics.,,41581212,,"Genomics, proteomics & bioinformatics",,,,,2026 Jan 24,,https://pubmed.ncbi.nlm.nih.gov/41581212/,,,,,,,0,[],,False,,,,,,,,,,,,mentioned_only,Xenium is not substantively described,False,False,False,False,False,False,,,,,,,,[],,0.2,True,,2026-07-17T05:46:22.643250Z,2026-07-17T05:46:22.643251Z,pubmed
Single-Cell Multimodal Profiling Highlights Persistent Aortic Smooth Muscle Cell Changes in Diabetic Mice Despite Glycemic Control.,,41641545,,"Arteriosclerosis, thrombosis, and vascular biology",,,,,2026 Mar,,https://pubmed.ncbi.nlm.nih.gov/41641545/,,,,,,,0,[],,False,,,,,,,,,,,,mentioned_only,Xenium is not substantively described,False,False,False,False,False,False,,,,,,,,[],,0.2,True,,2026-07-17T05:46:22.643243Z,2026-07-17T05:46:22.643243Z,pubmed
Accurate classification of ependymomas and medulloblastomas using Raman spectroscopy and pilot transcriptomic profiling.,,41653757,,"Spectrochimica acta. Part A, Molecular and biomolecular spectroscopy",,,,,2026 May 5,,https://pubmed.ncbi.nlm.nih.gov/41653757/,,,,,,,0,[],,False,,,,,,,,,,,,mentioned_only,Xenium is not substantively described,False,False,False,False,False,False,,,,,,,,[],,0.2,True,,2026-07-17T05:46:22.643235Z,2026-07-17T05:46:22.643236Z,pubmed
An integrative spatial multi-omic workflow for unified analysis of tumor tissue.,,41687601,,Cell reports methods,,,,,2026 Feb 23,,https://pubmed.ncbi.nlm.nih.gov/41687601/,,,,,,,0,[],,False,,,,,,,,,,,,mentioned_only,Xenium is not substantively described,False,False,False,False,False,False,,,,,,,,[],,0.2,True,,2026-07-17T05:46:22.643225Z,2026-07-17T05:46:22.643225Z,pubmed
Utilisation of spatial methodologies for the investigation of the tumour microenvironment.,,41688158,,Methods in cell biology,,,,,2026,,https://pubmed.ncbi.nlm.nih.gov/41688158/,,,,,,,0,[],,False,,,,,,,,,,,,mentioned_only,Xenium is not substantively described,False,False,False,False,False,False,,,,,,,,[],,0.2,True,,2026-07-17T05:46:22.643217Z,2026-07-17T05:46:22.643217Z,pubmed
High-Resolution Spatial Transcriptomic Characterization of Syncytial Variant of Nodular Sclerosis Classical Hodgkin Lymphoma.,,41692398,,Laboratory investigation; a journal of technical methods and pathology,,,,,2026 Apr,,https://pubmed.ncbi.nlm.nih.gov/41692398/,,,,,,,0,[],,False,,,,,,,,,,,,mentioned_only,Xenium is not substantively described,False,False,False,False,False,False,,,,,,,,[],,0.2,True,,2026-07-17T05:46:22.643209Z,2026-07-17T05:46:22.643209Z,pubmed
Xenium-based spatial transcriptomic analyses uncover prognosis-associated heterogeneity in the tumor microenvironment (TME) of angioimmunoblastic T-cell lymphoma (AITL).,,41711078,,The Journal of pathology,,,,,2026 May,,https://pubmed.ncbi.nlm.nih.gov/41711078/,,,,,,,0,[],,False,,,,,,,,,,,,uncertain,Xenium context is insufficient,False,False,False,False,False,False,,,,,,,,[],,0.45,True,,2026-07-17T05:46:22.643198Z,2026-07-17T05:46:22.643198Z,pubmed
Clinicopathological significance of loss of Y chromosome in male meningiomas.,,41715910,,The Journal of pathology,,,,,2026 May,,https://pubmed.ncbi.nlm.nih.gov/41715910/,,,,,,,0,[],,False,,,,,,,,,,,,mentioned_only,Xenium is not substantively described,False,False,False,False,False,False,,,,,,,,[],,0.2,True,,2026-07-17T05:46:22.643190Z,2026-07-17T05:46:22.643191Z,pubmed
mosna Reveals Different Types of Cellular Interactions Predictive of Response to Immunotherapies and Survival in Cancer.,,41759628,,Molecular & cellular proteomics : MCP,,,,,2026 May,,https://pubmed.ncbi.nlm.nih.gov/41759628/,,,,,,,0,[],,False,,,,,,,,,,,,mentioned_only,Xenium is not substantively described,False,False,False,False,False,False,,,,,,,,[],,0.2,True,,2026-07-17T05:46:22.643183Z,2026-07-17T05:46:22.643183Z,pubmed
Deep spatial transcriptomic profiling of ovarian clear cell carcinoma in the real-world setting.,,41776662,,Journal of ovarian research,,,,,2026 Mar 3,,https://pubmed.ncbi.nlm.nih.gov/41776662/,,,,,,,0,[],,False,,,,,,,,,,,,mentioned_only,Xenium is not substantively described,False,False,False,False,False,False,,,,,,,,[],,0.2,True,,2026-07-17T05:46:22.643176Z,2026-07-17T05:46:22.643176Z,pubmed
Spatial transcriptomics characterisation of radionecrotic changes in glioblastoma patients.,,41783996,,Neuro-oncology,,,,,2026 May 1,,https://pubmed.ncbi.nlm.nih.gov/41783996/,,,,,,,0,[],,True,,,,,,,,,,,,mentioned_only,Xenium is not substantively described,False,False,False,False,False,False,,,,,,,,[],,0.2,True,,2026-07-17T05:46:22.643168Z,2026-07-17T05:46:22.643168Z,pubmed
"STHELAR, a multi-tissue dataset linking spatial transcriptomics and histology for cell type annotation.",,41820393,,Scientific data,,,,,2026 Mar 12,,https://pubmed.ncbi.nlm.nih.gov/41820393/,,,,,,,0,[],,False,,,,,,,,,,,,mentioned_only,Xenium is not substantively described,False,False,False,False,False,False,,,,,,,,[],,0.2,True,,2026-07-17T05:46:22.643158Z,2026-07-17T05:46:22.643161Z,pubmed
Deletion of vitamin D receptor with calcium sensing receptor in keratinocytes promotes epidermal tumorigenesis by limiting dna repair and oxidative stress response genes.,,41825719,,The Journal of steroid biochemistry and molecular biology,,,,,2026 Jun,,https://pubmed.ncbi.nlm.nih.gov/41825719/,,,,,,,0,[],,False,,,,,,,,,,,,mentioned_only,Xenium is not substantively described,False,False,False,False,False,False,,,,,,,,[],,0.2,True,,2026-07-17T05:46:22.643151Z,2026-07-17T05:46:22.643151Z,pubmed
FineST: contrastive learning integrates histology and spatial transcriptomics for nuclei-resolved ligand-receptor analysis.,,41839892,,Nature communications,,,,,2026 Mar 16,,https://pubmed.ncbi.nlm.nih.gov/41839892/,,,,,,,0,[],,False,,,,,,,,,,,,mentioned_only,Xenium is not substantively described,False,False,False,False,False,False,,,,,,,,[],,0.2,True,,2026-07-17T05:46:22.643138Z,2026-07-17T05:46:22.643138Z,pubmed
STiLE: Automated Tissue Microarray Dearraying for Spatial Transcriptomics.,,41890059,,bioRxiv : the preprint server for biology,,,,,2026 Mar 19,,https://pubmed.ncbi.nlm.nih.gov/41890059/,,,,,,,0,[],,False,,,,,,,,,,,,mentioned_only,Xenium is not substantively described,False,False,False,False,False,False,,,,,,,,[],,0.2,True,,2026-07-17T05:46:22.643128Z,2026-07-17T05:46:22.643128Z,pubmed
Spatial multi-omics of multiple myeloma uncovers niche-dependent pro-myeloma and immunosuppressive signaling in the bone marrow and extramedullary lesions.,,41928953,,bioRxiv : the preprint server for biology,,,,,2026 Mar 25,,https://pubmed.ncbi.nlm.nih.gov/41928953/,,,,,,,0,[],,False,,,,,,,,,,,,mentioned_only,Xenium is not substantively described,False,False,False,False,False,False,,,,,,,,[],,0.2,True,,2026-07-17T05:46:22.643120Z,2026-07-17T05:46:22.643120Z,pubmed
