title,doi,pmid,pmcid,journal,issn,publisher,container_title,first_author,publication_date,publication_tier,paper_url,accession,repository,dataset_url,downloadable,download_status,total_size_bytes,file_count,file_manifest,species,is_human,cancer_type_raw,cancer_type,cancer_subtype,tissue,patient_count,sample_count,section_count,cell_count,gene_panel_size,fresh_frozen_or_ffpe,xenium_panel,xenium_role,xenium_reason,paired_scrna,paired_snrna,paired_histology,paired_protein,paired_clinical,foundation_model_related,model_name,model_task,training_sample_count,training_cell_count,model_code_url,model_weights_url,training_data_public,evidence,evidence_text,confidence_score,manual_review_required,source_updated_at,first_seen_at,last_checked_at,source
Thor: a platform for cell-level investigation of spatial transcriptomics and histology [Heart Failure],,,,,,,,,,,,GSE300585,GEO,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE300585,,,,0,[],Homo sapiens,False,,,,,,,,,,,,mentioned_only,Xenium is not substantively described,False,False,False,False,False,False,,,,,,,,[],,0.2,True,,2026-07-17T05:46:38.631400Z,2026-07-17T05:46:38.631401Z,geo
Thor: a platform for cell-level investigation of spatial transcriptomics and histology [Bladder Cancer],,,,,,,,,,,,GSE300692,GEO,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE300692,,,,0,[],Homo sapiens,False,,,,,,,,,,,,mentioned_only,Xenium is not substantively described,False,False,False,False,False,False,,,,,,,,[],,0.2,True,,2026-07-17T05:46:38.631390Z,2026-07-17T05:46:38.631391Z,geo
Profiling the spatial architecture of multiple myeloma in human bone marrow trephines with spatial transcriptomics,,,,,,,,,,,,GSE299207,GEO,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE299207,,,,0,[],Homo sapiens; Mus musculus,True,,,,,,,,,,,,mentioned_only,Xenium is not substantively described,False,False,False,False,False,False,,,,,,,,[],,0.2,True,,2026-07-17T05:46:38.631384Z,2026-07-17T05:46:38.631384Z,geo
Profiling the spatial architecture of multiple myeloma in human bone marrow trephines with spatial transcriptomics [human],,,,,,,,,,,,GSE299193,GEO,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE299193,,,,0,[],Homo sapiens,True,,,,,,,,,,,,mentioned_only,Xenium is not substantively described,False,False,False,False,False,False,,,,,,,,[],,0.2,True,,2026-07-17T05:46:38.631377Z,2026-07-17T05:46:38.631377Z,geo
Profiling the spatial architecture of multiple myeloma in human bone marrow trephines with spatial transcriptomics [mouse],,,,,,,,,,,,GSE299195,GEO,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE299195,,,,0,[],Mus musculus,True,,,,,,,,,,,,mentioned_only,Xenium is not substantively described,False,False,False,False,False,False,,,,,,,,[],,0.2,True,,2026-07-17T05:46:38.631368Z,2026-07-17T05:46:38.631368Z,geo
A Single-Cell Atlas Of Human Pediatric Liver Reveals Age-Related Hepatic Gene Signatures,,,,,,,,,,,,GSE286254,GEO,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE286254,,,,0,[],Homo sapiens,True,,,,,,,,,,,,mentioned_only,Xenium is not substantively described,False,False,False,False,False,False,,,,,,,,[],,0.2,True,,2026-07-17T05:46:38.631361Z,2026-07-17T05:46:38.631362Z,geo
"A cycling, progenitor-like cell population at the root of atypical teratoid rhabdoid tumor subtype differentiation trajectories [Xenium Spatial_Transcriptomics]",,,,,,,,,,,,GSE283832,GEO,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE283832,,,,0,[],Homo sapiens,False,,,,,,,,,,,,uncertain,Xenium context is insufficient,False,False,False,False,False,False,,,,,,,,[],,0.45,True,,2026-07-17T05:46:38.631354Z,2026-07-17T05:46:38.631355Z,geo
"A cycling, progenitor-like cell population at the root of atypical teratoid rhabdoid tumor subtype differentiation trajectories",,,,,,,,,,,,GSE283843,GEO,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE283843,,,,0,[],Homo sapiens,False,,,,,,,,,,,,mentioned_only,Xenium is not substantively described,False,False,False,False,False,False,,,,,,,,[],,0.2,True,,2026-07-17T05:46:38.631347Z,2026-07-17T05:46:38.631348Z,geo
Standardized metrics for assessment and reproducibility of imaging-based spatial transcriptomics datasets,,,,,,,,,,,,GSE277080,GEO,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE277080,,,,0,[],Homo sapiens,False,,,,,,,,,,,,mentioned_only,Xenium is not substantively described,False,False,False,False,False,False,,,,,,,,[],,0.2,True,,2026-07-17T05:46:38.631338Z,2026-07-17T05:46:38.631341Z,geo
Single-cell RNA-sequencing of HNSCC-infiltrating T cells,,,,,,,,,,,,GSE287301,GEO,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE287301,,,,0,[],Homo sapiens,False,,,,,,,,,,,,mentioned_only,Xenium is not substantively described,False,False,False,False,False,False,,,,,,,,[],,0.2,True,,2026-07-17T05:46:38.631330Z,2026-07-17T05:46:38.631330Z,geo
Xenium Spatial Transcriptomics of Head and Neck Single Cell Carcinoma,,,,,,,,,,,,GSE300147,GEO,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE300147,,,,0,[],Homo sapiens,False,,,,,,,,,,,,uncertain,Xenium context is insufficient,False,False,False,False,False,False,,,,,,,,[],,0.45,True,,2026-07-17T05:46:38.631323Z,2026-07-17T05:46:38.631324Z,geo
Spatial immune profiling defines a subset of human gliomas with functional tertiary lymphoid structures [Xenium],,,,,,,,,,,,GSE302502,GEO,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE302502,,,,0,[],Homo sapiens,True,,,,,,,,,,,,uncertain,Xenium context is insufficient,False,False,False,False,False,False,,,,,,,,[],,0.45,True,,2026-07-17T05:46:38.631317Z,2026-07-17T05:46:38.631317Z,geo
Belantamab Mafodotin Triggers Immune Invigoration in Multiple Myeloma Via Inflammatory and Immunogenic Cell Death [Xenium],,,,,,,,,,,,GSE307661,GEO,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE307661,,,,0,[],Homo sapiens,False,,,,,,,,,,,,uncertain,Xenium context is insufficient,False,False,False,False,False,False,,,,,,,,[],,0.45,True,,2026-07-17T05:46:38.631310Z,2026-07-17T05:46:38.631310Z,geo
Single-cell resolution spatial analysis of antigen-presenting cancer-associated fibroblast niches [Xenium PM],,,,,,,,,,,,GSE274623,GEO,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE274623,,,,0,[],Homo sapiens,False,,,,,,,,,,,,uncertain,Xenium context is insufficient,False,False,False,False,False,False,,,,,,,,[],,0.45,True,,2026-07-17T05:46:38.631303Z,2026-07-17T05:46:38.631303Z,geo
Single-cell resolution spatial analysis of antigen-presenting cancer-associated fibroblast niches [Xenium PDAC],,,,,,,,,,,,GSE274673,GEO,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE274673,,,,0,[],Homo sapiens,False,,,,,,,,,,,,uncertain,Xenium context is insufficient,False,False,False,False,False,False,,,,,,,,[],,0.45,True,,2026-07-17T05:46:38.631292Z,2026-07-17T05:46:38.631295Z,geo
YAP-driven stemness and TEAD-induced neuroendocrine cells drive resistance to KRASG12C therapies in metastatic colorectal cancer,,,,,,,,,,,,GSE308653,GEO,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE308653,,,,0,[],Homo sapiens,False,,,,,,,,,,,,mentioned_only,Xenium is not substantively described,False,False,False,False,False,False,,,,,,,,[],,0.2,True,,2026-07-17T05:46:38.631285Z,2026-07-17T05:46:38.631286Z,geo
YAP-driven stemness and TEAD-induced neuroendocrine cells drive resistance to KRASG12C therapies in metastatic colorectal cancer [Xenium Spatial Transcriptomics],,,,,,,,,,,,GSE308699,GEO,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE308699,,,,0,[],Homo sapiens,False,,,,,,,,,,,,uncertain,Xenium context is insufficient,False,False,False,False,False,False,,,,,,,,[],,0.45,True,,2026-07-17T05:46:38.631278Z,2026-07-17T05:46:38.631279Z,geo
Systematic benchmarking of imaging spatial transcriptomics platforms in FFPE tissues - scRNA-seq Data,,,,,,,,,,,,GSE308145,GEO,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE308145,,,,0,[],Homo sapiens,False,,,,,,,,,,,,mentioned_only,Xenium is not substantively described,False,False,False,False,False,False,,,,,,,,[],,0.2,True,,2026-07-17T05:46:38.631266Z,2026-07-17T05:46:38.631266Z,geo
Systematic benchmarking of imaging spatial transcriptomics platforms in FFPE tissues - CosMx Data,,,,,,,,,,,,GSE308146,GEO,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE308146,,,,0,[],Homo sapiens,False,,,,,,,,,,,,mentioned_only,Xenium is not substantively described,False,False,False,False,False,False,,,,,,,,[],,0.2,True,,2026-07-17T05:46:38.631260Z,2026-07-17T05:46:38.631260Z,geo
Systematic benchmarking of imaging spatial transcriptomics platforms in FFPE tissues - MERSCOPE Data,,,,,,,,,,,,GSE308147,GEO,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE308147,,,,0,[],Homo sapiens; synthetic construct,False,,,,,,,,,,,,mentioned_only,Xenium is not substantively described,False,False,False,False,False,False,,,,,,,,[],,0.2,True,,2026-07-17T05:46:38.631251Z,2026-07-17T05:46:38.631251Z,geo
Systematic benchmarking of imaging spatial transcriptomics platforms in FFPE tissues - Xenium Data,,,,,,,,,,,,GSE308148,GEO,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE308148,,,,0,[],Homo sapiens,False,,,,,,,,,,,,uncertain,Xenium context is insufficient,False,False,False,False,False,False,,,,,,,,[],,0.45,True,,2026-07-17T05:46:38.631245Z,2026-07-17T05:46:38.631245Z,geo
Actin Dysregulation Induces Neuroendocrine 1 Plasticity and 2 Immune Evasion: A Vulnerability of Small Cell Lung Cancer,,,,,,,,,,,,GSE299069,GEO,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE299069,,,,0,[],Mus musculus,False,,,,,,,,,,,,mentioned_only,Xenium is not substantively described,False,False,False,False,False,False,,,,,,,,[],,0.2,True,,2026-07-17T05:46:38.631238Z,2026-07-17T05:46:38.631238Z,geo
The origin of hepatocellular carcinoma is regulated by metabolic zonation [Xenium],,,,,,,,,,,,GSE308959,GEO,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE308959,,,,0,[],Mus musculus,False,,,,,,,,,,,,uncertain,Xenium context is insufficient,False,False,False,False,False,False,,,,,,,,[],,0.45,True,,2026-07-17T05:46:38.631231Z,2026-07-17T05:46:38.631232Z,geo
The origin of hepatocellular carcinoma is regulated by metabolic zonation,,,,,,,,,,,,GSE308969,GEO,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE308969,,,,0,[],Mus musculus,False,,,,,,,,,,,,mentioned_only,Xenium is not substantively described,False,False,False,False,False,False,,,,,,,,[],,0.2,True,,2026-07-17T05:46:38.631224Z,2026-07-17T05:46:38.631224Z,geo
Deciphering Precursor Cell Dynamics in Esophageal Preneoplasia via Genetic Barcoding and Single-Cell Transcriptomics,,,,,,,,,,,,GSE304762,GEO,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE304762,,,,0,[],Mus musculus,False,,,,,,,,,,,,mentioned_only,Xenium is not substantively described,False,False,False,False,False,False,,,,,,,,[],,0.2,True,,2026-07-17T05:46:38.631217Z,2026-07-17T05:46:38.631218Z,geo
Single-cell multidimensional profiling of tumor cell heterogeneity in supratentorial ependymomas,,,,,,,,,,,,GSE260452,GEO,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE260452,,,,0,[],Rattus norvegicus; Homo sapiens,False,,,,,,,,,,,,mentioned_only,Xenium is not substantively described,False,False,False,False,False,False,,,,,,,,[],,0.2,True,,2026-07-17T05:46:38.631209Z,2026-07-17T05:46:38.631209Z,geo
Single-cell multidimensional profiling of tumor cell heterogeneity in supratentorial ependymomas [Spatial Transcriptomics],,,,,,,,,,,,GSE300146,GEO,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE300146,,,,0,[],Homo sapiens,False,,,,,,,,,,,,mentioned_only,Xenium is not substantively described,False,False,False,False,False,False,,,,,,,,[],,0.2,True,,2026-07-17T05:46:38.631202Z,2026-07-17T05:46:38.631202Z,geo
A Complete Spatial Map of Mouse Retinal Ganglion Cells Reveals Density and Gene Expression Specializations [RGC_CrossSection],,,,,,,,,,,,GSE311369,GEO,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE311369,,,,0,[],Mus musculus,False,,,,,,,,,,,,mentioned_only,Xenium is not substantively described,False,False,False,False,False,False,,,,,,,,[],,0.2,True,,2026-07-17T05:46:38.631195Z,2026-07-17T05:46:38.631196Z,geo
A Complete Spatial Map of Mouse Retinal Ganglion Cells Reveals Density and Gene Expression Specializations [En face Retina],,,,,,,,,,,,GSE311370,GEO,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE311370,,,,0,[],Mus musculus,False,,,,,,,,,,,,mentioned_only,Xenium is not substantively described,False,False,False,False,False,False,,,,,,,,[],,0.2,True,,2026-07-17T05:46:38.631189Z,2026-07-17T05:46:38.631189Z,geo
The Dichotomy of Tumor Control by Recruited and Resident Tumor-Associated Macrophages,,,,,,,,,,,,GSE313081,GEO,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE313081,,,,0,[],Mus musculus,False,,,,,,,,,,,,mentioned_only,Xenium is not substantively described,False,False,False,False,False,False,,,,,,,,[],,0.2,True,,2026-07-17T05:46:38.631182Z,2026-07-17T05:46:38.631183Z,geo
HIF-1α+ CD4 T cells coordinate a tissue resident immune cell network in the lung [Xenium],,,,,,,,,,,,GSE291539,GEO,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE291539,,,,0,[],Mus musculus,False,,,,,,,,,,,,uncertain,Xenium context is insufficient,False,False,False,False,False,False,,,,,,,,[],,0.45,True,,2026-07-17T05:46:38.631174Z,2026-07-17T05:46:38.631174Z,geo
Spatial transcriptomic analysis of Naive or Yersinia pseudotuberculosis infected ileum reveals novel enterocyte transcriptional state,,,,,,,,,,,,GSE313636,GEO,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE313636,,,,0,[],Mus musculus,False,,,,,,,,,,,,mentioned_only,Xenium is not substantively described,False,False,False,False,False,False,,,,,,,,[],,0.2,True,,2026-07-17T05:46:38.631167Z,2026-07-17T05:46:38.631168Z,geo
Neoadjuvant modified FOLFIRINOX plus nivolumab in borderline-resectable pancreatic ductal adenocarcinoma: a pilot phase 1 trial,,,,,,,,,,,,GSE313662,GEO,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE313662,,,,0,[],Homo sapiens,False,,,,,,,,,,,,mentioned_only,Xenium is not substantively described,False,False,False,False,False,False,,,,,,,,[],,0.2,True,,2026-07-17T05:46:38.631159Z,2026-07-17T05:46:38.631159Z,geo
Combined epigenetic therapy with FACT and BET inhibitors remodels chromatin and disrupts oncogenic transcription in Diffuse Midline Glioma [Xenium],,,,,,,,,,,,GSE299434,GEO,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE299434,,,,0,[],Mus musculus,False,,,,,,,,,,,,uncertain,Xenium context is insufficient,False,False,False,False,False,False,,,,,,,,[],,0.45,True,,2026-07-17T05:46:38.631152Z,2026-07-17T05:46:38.631152Z,geo
Cellular senescence in human liver under normal aging and cancer [Xenium],,,,,,,,,,,,GSE310392,GEO,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE310392,,,,0,[],Mus musculus,True,,,,,,,,,,,,uncertain,Xenium context is insufficient,False,False,False,False,False,False,,,,,,,,[],,0.45,True,,2026-07-17T05:46:38.631145Z,2026-07-17T05:46:38.631146Z,geo
Cellular senescence in human liver under normal aging and cancer,,,,,,,,,,,,GSE311064,GEO,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE311064,,,,0,[],Mus musculus,True,,,,,,,,,,,,mentioned_only,Xenium is not substantively described,False,False,False,False,False,False,,,,,,,,[],,0.2,True,,2026-07-17T05:46:38.631139Z,2026-07-17T05:46:38.631139Z,geo
Spatial single cell transcriptomic analysis of a lineage-traceable mouse model of DICER1 Syndrome informs tumor developmental hierarchy [Xenium],,,,,,,,,,,,GSE289001,GEO,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE289001,,,,0,[],Mus musculus,False,,,,,,,,,,,,uncertain,Xenium context is insufficient,False,False,False,False,False,False,,,,,,,,[],,0.45,True,,2026-07-17T05:46:38.631131Z,2026-07-17T05:46:38.631132Z,geo
IDH-mutant gliomas arise from glial progenitor cells harboring the initial driver mutation (Related accession no. GSE275791) - Spatial transcriptomics dataset,,,,,,,,,,,,GSE302642,GEO,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE302642,,,,0,[],Homo sapiens,False,,,,,,,,,,,,mentioned_only,Xenium is not substantively described,False,False,False,False,False,False,,,,,,,,[],,0.2,True,,2026-07-17T05:46:38.631122Z,2026-07-17T05:46:38.631123Z,geo
Pancreatic Cancer Datasets,,,,,,,,,,,,GSE161369,GEO,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE161369,,,,0,[],Homo sapiens,False,,,,,,,,,,,,mentioned_only,Xenium is not substantively described,False,False,False,False,False,False,,,,,,,,[],,0.2,True,,2026-07-17T05:46:38.631115Z,2026-07-17T05:46:38.631116Z,geo
Histopathological characteristics of PDA cells in different malignant states [Xenium],,,,,,,,,,,,GSE310433,GEO,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE310433,,,,0,[],Homo sapiens,False,,,,,,,,,,,,uncertain,Xenium context is insufficient,False,False,False,False,False,False,,,,,,,,[],,0.45,True,,2026-07-17T05:46:38.631109Z,2026-07-17T05:46:38.631109Z,geo
Targeting Modulated Vascular Smooth Muscle Cells in Atherosclerosis via FAP-Directed Immunotherapy [Visium],,,,,,,,,,,,GSE314851,GEO,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE314851,,,,0,[],Homo sapiens,False,,,,,,,,,,,,mentioned_only,Xenium is not substantively described,False,False,False,False,False,False,,,,,,,,[],,0.2,True,,2026-07-17T05:46:38.631098Z,2026-07-17T05:46:38.631098Z,geo
Targeting Modulated Vascular Smooth Muscle Cells in Atherosclerosis via FAP-Directed Immunotherapy [Xenium in situ],,,,,,,,,,,,GSE315246,GEO,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE315246,,,,0,[],Homo sapiens,False,,,,,,,,,,,,uncertain,Xenium context is insufficient,False,False,False,False,False,False,,,,,,,,[],,0.45,True,,2026-07-17T05:46:38.631091Z,2026-07-17T05:46:38.631092Z,geo
Stretching inhibits tumor growth in MMTV-PYMT via a direct mechanical effect,,,,,,,,,,,,GSE316800,GEO,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE316800,,,,0,[],Mus musculus,False,,,,,,,,,,,,mentioned_only,Xenium is not substantively described,False,False,False,False,False,False,,,,,,,,[],,0.2,True,,2026-07-17T05:46:38.631085Z,2026-07-17T05:46:38.631085Z,geo
Spatial gene expression profiling of aortitis samples.,,,,,,,,,,,,GSE306150,GEO,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE306150,,,,0,[],Homo sapiens,False,,,,,,,,,,,,mentioned_only,Xenium is not substantively described,False,False,False,False,False,False,,,,,,,,[],,0.2,True,,2026-07-17T05:46:38.631078Z,2026-07-17T05:46:38.631078Z,geo
Inhibiting LSD1 unlocks retinoid AP-1 programming to activate epithelial immunity and skin tumor suppression [Xenium embryo],,,,,,,,,,,,GSE302470,GEO,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE302470,,,,0,[],Mus musculus,False,,,,,,,,,,,,uncertain,Xenium context is insufficient,False,False,False,False,False,False,,,,,,,,[],,0.45,True,,2026-07-17T05:46:38.631071Z,2026-07-17T05:46:38.631072Z,geo
Inhibiting LSD1 unlocks retinoid AP-1 programming to activate epithelial immunity and skin tumor suppression [Xenium tumor],,,,,,,,,,,,GSE302473,GEO,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE302473,,,,0,[],Mus musculus,False,,,,,,,,,,,,uncertain,Xenium context is insufficient,False,False,False,False,False,False,,,,,,,,[],,0.45,True,,2026-07-17T05:46:38.631065Z,2026-07-17T05:46:38.631065Z,geo
Inhibiting LSD1 unlocks retinoid AP-1 programming to activate epithelial immunity and skin tumor suppression [Xenium CreERT],,,,,,,,,,,,GSE302474,GEO,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE302474,,,,0,[],Mus musculus,False,,,,,,,,,,,,uncertain,Xenium context is insufficient,False,False,False,False,False,False,,,,,,,,[],,0.45,True,,2026-07-17T05:46:38.631056Z,2026-07-17T05:46:38.631057Z,geo
Inhibiting LSD1 unlocks retinoid AP-1 programming to activate epithelial immunity and skin tumor suppression,,,,,,,,,,,,GSE302760,GEO,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE302760,,,,0,[],Mus musculus,False,,,,,,,,,,,,mentioned_only,Xenium is not substantively described,False,False,False,False,False,False,,,,,,,,[],,0.2,True,,2026-07-17T05:46:38.631047Z,2026-07-17T05:46:38.631047Z,geo
Neutrophils and CD8+ T cells in Muscle-invasive Bladder Cancer (MIBC),,,,,,,,,,,,GSE305629,GEO,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE305629,,,,0,[],Homo sapiens,False,,,,,,,,,,,,mentioned_only,Xenium is not substantively described,False,False,False,False,False,False,,,,,,,,[],,0.2,True,,2026-07-17T05:46:38.631040Z,2026-07-17T05:46:38.631040Z,geo
Persistent T cell Activation and Cytotoxicity against Glioblastoma Following Single Oncolytic Virus Treatment in a Clinical Trial,,,,,,,,,,,,GSE296577,GEO,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE296577,,,,0,[],Homo sapiens,False,,,,,,,,,,,,mentioned_only,Xenium is not substantively described,False,False,False,False,False,False,,,,,,,,[],,0.2,True,,2026-07-17T05:46:38.631033Z,2026-07-17T05:46:38.631034Z,geo
NKG2A inhibition promotes NK cell-CD8+ T cell interactions in support of improved anticancer immunity in ovarian carcinoma,,,,,,,,,,,,GSE320142,GEO,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE320142,,,,0,[],Homo sapiens,False,,,,,,,,,,,,mentioned_only,Xenium is not substantively described,False,False,False,False,False,False,,,,,,,,[],,0.2,True,,2026-07-17T05:46:38.631027Z,2026-07-17T05:46:38.631027Z,geo
Spatially Resolved Panoramic in vivo CRISPR Screen via Perturb-DBiT,,,,,,,,,,,,GSE319123,GEO,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE319123,,,,0,[],Mus musculus,False,,,,,,,,,,,,mentioned_only,Xenium is not substantively described,False,False,False,False,False,False,,,,,,,,[],,0.2,True,,2026-07-17T05:46:38.631018Z,2026-07-17T05:46:38.631018Z,geo
Xenium single cell spatial transcriptomics from patient-derived glioblastoma organoid cultured on brain slice and a primary glioblastoma sample,,,,,,,,,,,,GSE324268,GEO,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE324268,,,,0,[],Homo sapiens,True,,,,,,,,,,,,uncertain,Xenium context is insufficient,False,False,False,False,False,False,,,,,,,,[],,0.45,True,,2026-07-17T05:46:38.631011Z,2026-07-17T05:46:38.631012Z,geo
Oncogenic and tumor-suppressive forces converge on a progenitor-orchestrated niche to shape early tumorigenesis,,,,,,,,,,,,GSE315243,GEO,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE315243,,,,0,[],Mus musculus,False,,,,,,,,,,,,mentioned_only,Xenium is not substantively described,False,False,False,False,False,False,,,,,,,,[],,0.2,True,,2026-07-17T05:46:38.631004Z,2026-07-17T05:46:38.631005Z,geo
Oncogenic and tumor-suppressive forces converge on a progenitor-orchestrated niche to shape early tumorigenesis [Xenium],,,,,,,,,,,,GSE315644,GEO,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE315644,,,,0,[],Mus musculus,False,,,,,,,,,,,,uncertain,Xenium context is insufficient,False,False,False,False,False,False,,,,,,,,[],,0.45,True,,2026-07-17T05:46:38.630998Z,2026-07-17T05:46:38.630998Z,geo
Single-Cell Spatial Transcriptomics of Archival Human Lung and Breast Tumor FFPE Samples,,,,,,,,,,,,GSE311609,GEO,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE311609,,,,0,[],Homo sapiens,True,,,,,,,,,,,,mentioned_only,Xenium is not substantively described,False,False,False,False,False,False,,,,,,,,[],,0.2,True,,2026-07-17T05:46:38.630987Z,2026-07-17T05:46:38.630988Z,geo
Cancer agnostic potential of CAR T cells targeting the urokinase plasminogen activator receptor,,,,,,,,,,,,GSE293800,GEO,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE293800,,,,0,[],Homo sapiens,False,,,,,,,,,,,,mentioned_only,Xenium is not substantively described,False,False,False,False,False,False,,,,,,,,[],,0.2,True,,2026-07-17T05:46:38.630981Z,2026-07-17T05:46:38.630981Z,geo
Distinct tissue niches contribute to prostate TRM cell differentiation and heterogeneity [Spatial Transcriptomics],,,,,,,,,,,,GSE296275,GEO,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE296275,,,,0,[],Mus musculus,False,,,,,,,,,,,,mentioned_only,Xenium is not substantively described,False,False,False,False,False,False,,,,,,,,[],,0.2,True,,2026-07-17T05:46:38.630974Z,2026-07-17T05:46:38.630974Z,geo
Targeted spatial transcriptomic profiling of pleural mesothelioma using 10x Genomics Xenium,,,,,,,,,,,,GSE327347,GEO,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE327347,,,,0,[],Homo sapiens,False,,,,,,,,,,,,uncertain,Xenium context is insufficient,False,False,False,False,False,False,,,,,,,,[],,0.45,True,,2026-07-17T05:46:38.630967Z,2026-07-17T05:46:38.630968Z,geo
Reprogramming engineered autologous T cells to overcome resistance in Merkel cell carcinoma [Xenium],,,,,,,,,,,,GSE326660,GEO,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE326660,,,,0,[],Homo sapiens,False,,,,,,,,,,,,uncertain,Xenium context is insufficient,False,False,False,False,False,False,,,,,,,,[],,0.45,True,,2026-07-17T05:46:38.630961Z,2026-07-17T05:46:38.630961Z,geo
single-cell spatial analysis reveals molecular mechanisms underlying immune cell organization and cancer cell heterogeneity in HPV-associated oropharyngeal carcinoma [xenium],,,,,,,,,,,,GSE290041,GEO,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE290041,,,,0,[],Homo sapiens,False,,,,,,,,,,,,uncertain,Xenium context is insufficient,False,False,False,False,False,False,,,,,,,,[],,0.45,True,,2026-07-17T05:46:38.630954Z,2026-07-17T05:46:38.630954Z,geo
A Xenium Spatial Atlas of Muscle-Invasive Bladder Cancer Reveals Lineage-Specific Vulnerabilities,,,,,,,,,,,,GSE326226,GEO,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE326226,,,,0,[],Homo sapiens,False,,,,,,,,,,,,uncertain,Xenium context is insufficient,False,False,False,False,False,False,,,,,,,,[],,0.45,True,,2026-07-17T05:46:38.630947Z,2026-07-17T05:46:38.630947Z,geo
